Station,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
DM1,1989-04-01,4.833333333333333,25.666666666666668,7.8,14.233333333333334,0.09500000000000001,0.7399999999999999,2.966666666666667,27.5,22366.666666666668,56.96603905307602,35.490034407402796,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1989-07-01,4.033333333333333,28.233333333333334,8.200000000000001,17.8,0.13399999999999998,0.4133333333333334,2.3000000000000003,27.0,2633.3333333333335,89.76129850374247,20.55549658704493,0.01793766268781506,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1989-10-01,6.1000000000000005,22.599999999999998,8.066666666666666,25.46666666666667,0.09600000000000002,0.5599999999999999,2.566666666666667,35.666666666666664,966.6666666666666,93.88409298355387,27.586486115995328,0.05211337827777018,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-01-01,4.633333333333334,19.466666666666665,7.333333333333333,24.433333333333334,0.015,0.58,2.8333333333333335,57.0,7633.333333333333,148.6351129968823,26.996087196332436,0.0340683138576622,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-04-01,4.6000000000000005,26.53333333333333,7.566666666666666,15.5,0.018333333333333333,0.40666666666666673,1.0666666666666667,23.666666666666668,3200.0,160.85178531452402,28.505317363418232,0.032945576209749264,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-07-01,5.1,31.049999999999997,7.966666666666666,11.700000000000001,0.111,0.4533333333333333,2.466666666666667,87.33333333333333,933.3333333333334,76.57239274745146,44.280319529119,0.028379556466966074,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1990-10-01,6.733333333333333,23.5,7.6000000000000005,23.166666666666668,0.07033333333333334,0.7999999999999999,3.1999999999999997,27.0,41833.333333333336,129.46889892752574,50.75794020414152,0.05190404716167034,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-01-01,6.466666666666666,18.266666666666666,7.533333333333334,22.733333333333334,0.059,0.9266666666666667,6.166666666666667,50.666666666666664,35233.333333333336,55.59108713598732,40.58218353168654,0.04678871530091062,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-04-01,5.033333333333333,26.53333333333333,7.7,16.9,0.032,0.467,1.6666666666666667,54.333333333333336,3083.3333333333335,129.60206712110423,29.724219139377368,0.024747137830136337,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-07-01,4.7,26.400000000000002,8.0,17.2,0.04633333333333334,0.4096666666666667,2.3333333333333335,118.33333333333333,8566.666666666666,195.67280632593219,25.81679083871903,0.039762091348192335,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1991-10-01,9.55,22.299999999999997,7.9,29.1,0.11199999999999999,0.635,3.4,52.5,2800.0,57.706564991853085,34.12249299902232,0.04838662067266424,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1992-01-01,6.433333333333334,16.0,7.266666666666667,22.566666666666666,0.013666666666666666,0.4643333333333333,2.3333333333333335,27.666666666666668,39333.333333333336,84.48667102416084,36.54819044025507,0.03995132524385661,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1992-04-01,4.533333333333333,25.96666666666667,7.666666666666667,11.466666666666667,0.027333333333333334,0.2813333333333333,1.0,21.333333333333332,5333.333333333333,145.45463251007675,30.756702324236745,0.055977131097445856,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1992-07-01,2.966666666666667,29.5,7.233333333333333,12.566666666666668,0.028999999999999998,0.129,1.8,32.0,4400.0,149.58180662395563,26.57740124905843,0.033713025394670804,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1992-10-01,5.833333333333333,16.966666666666665,7.633333333333333,24.03333333333333,0.04633333333333334,0.42533333333333334,2.3333333333333335,43.333333333333336,3500.0,87.06091392240981,40.64556626561364,0.01653299112261198,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1993-01-01,6.566666666666666,19.099999999999998,7.6000000000000005,26.633333333333336,0.006999999999999999,0.556,1.8333333333333333,62.0,1300.0,171.57536073753334,41.9991860680294,0.04007770467856701,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1993-04-01,4.333333333333333,26.333333333333332,7.7,12.166666666666666,0.0013333333333333333,0.22566666666666668,1.3,29.333333333333332,9330.0,91.45475486345644,21.379033946512838,0.03998924261842856,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1993-07-01,3.9666666666666663,28.7,7.466666666666666,9.666666666666666,0.035333333333333335,0.19133333333333333,2.3000000000000003,21.5,5196.666666666667,178.57136626610495,29.132366345060046,0.04192865027873634,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1993-10-01,4.8999999999999995,23.46666666666667,7.6000000000000005,19.4,0.08033333333333333,0.3436666666666666,2.533333333333333,25.0,80333.33333333333,136.40280908143234,42.91031046413841,0.05595964725863456,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1994-01-01,5.3,16.666666666666668,7.633333333333333,25.133333333333336,0.04133333333333333,0.424,1.9000000000000001,44.333333333333336,3800.0,164.49252682129605,46.032500321772844,0.018446329079549423,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1994-04-01,4.666666666666667,26.5,7.733333333333333,16.7,0.038,0.3303333333333333,1.5666666666666667,48.666666666666664,480.0,132.97898441929115,33.82848671339799,0.03434942021634248,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1994-07-01,6.300000000000001,28.866666666666664,7.3999999999999995,4.7,0.053,0.217,1.3333333333333333,48.0,7966.666666666667,142.99374365240155,37.39630798337024,0.02680025507810075,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1994-10-01,3.8000000000000003,23.233333333333334,7.633333333333333,20.5,0.081,0.4126666666666667,0.9333333333333335,24.333333333333332,2500.0,144.85463843027327,36.0161850116921,0.024164797111504547,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1995-01-01,4.8999999999999995,17.066666666666666,7.666666666666667,24.03333333333333,0.04800000000000001,0.48333333333333334,1.7,53.0,8733.333333333334,160.06752899216877,45.50954118234289,0.0364837125593349,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1995-04-01,2.9,26.733333333333334,7.400000000000001,14.466666666666667,0.054,0.49,1.6666666666666667,50.333333333333336,13500.0,118.8510269944899,22.873843124651533,0.04831134298260907,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1995-07-01,1.3,29.599999999999998,7.433333333333334,5.666666666666667,0.06333333333333334,0.3633333333333333,2.033333333333333,36.333333333333336,75333.33333333333,88.5033657720093,36.19755284428942,0.041773200943866357,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1995-10-01,4.5,21.433333333333334,7.533333333333334,19.5,0.04700000000000001,0.3933333333333333,1.7333333333333334,51.0,10266.666666666666,117.23713055489512,24.617409832434845,0.02918640839148295,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1996-01-01,5.733333333333333,16.8,7.6000000000000005,25.15,0.0415,0.52,3.1666666666666665,139.66666666666666,14600.0,96.63792590656735,47.58504410941785,0.03552809170585903,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1996-04-01,2.066666666666667,25.7,7.233333333333333,12.200000000000001,0.08033333333333333,1.2333333333333334,6.466666666666666,30.333333333333332,332666.6666666667,98.92747622568524,23.265009870307317,0.05247814770555135,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1996-07-01,3.1666666666666665,30.433333333333334,7.333333333333333,6.133333333333333,0.13233333333333333,0.7033333333333335,14.033333333333333,124.66666666666667,647666.6666666666,177.9172033930143,37.938207509119415,0.04798487505868057,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1996-10-01,2.966666666666667,25.2,7.3,15.200000000000001,0.09966666666666667,1.0766666666666669,12.266666666666666,64.66666666666667,646666.6666666666,141.7954761764721,24.661420081294963,0.030648462259703635,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1997-01-01,7.933333333333334,18.233333333333334,7.6000000000000005,22.3,0.067,0.52,5.966666666666666,138.33333333333334,31903.333333333332,140.185811878152,42.547390137355755,0.029937264293092215,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1997-04-01,4.333333333333333,26.03333333333333,7.066666666666666,13.633333333333333,0.031,0.5433333333333333,1.1666666666666667,46.333333333333336,1600.0,157.5425239847394,38.3297632313546,0.02009484181716497,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1997-07-01,2.766666666666667,28.0,6.533333333333334,5.866666666666667,0.005999999999999999,0.25333333333333335,1.9000000000000001,50.666666666666664,48000.0,141.6128672467888,35.86192792665855,0.03205101800809198,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1997-10-01,3.966666666666667,24.5,6.933333333333334,20.099999999999998,0.02733333333333333,0.5,1.3333333333333333,54.333333333333336,4800.0,185.34771231918214,63.65688108862846,0.019954619072879928,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1998-01-01,5.166666666666667,19.966666666666665,7.0,21.599999999999998,0.030333333333333334,0.45333333333333337,2.4,65.0,11566.666666666666,46.68744850905256,26.19509196791214,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1998-04-01,2.8333333333333335,27.233333333333334,6.5,11.933333333333332,0.005333333333333333,0.36000000000000004,2.8333333333333335,67.66666666666667,6433.333333333333,85.08425858711277,45.08313242985317,0.027464942429377148,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1998-07-01,3.3000000000000003,30.266666666666666,7.433333333333334,11.166666666666666,0.06766666666666667,0.3233333333333333,3.4,183.66666666666666,3300.0,95.47648531393901,48.93531460619795,0.05600029468105677,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1998-10-01,3.6333333333333333,24.066666666666666,6.733333333333333,22.366666666666664,0.03466666666666667,0.4666666666666666,5.1000000000000005,79.66666666666667,2396.6666666666665,71.8499232885186,45.08744258212571,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1999-01-01,4.3999999999999995,19.066666666666666,7.333333333333333,21.96666666666667,0.037333333333333336,0.5766666666666667,4.666666666666667,127.33333333333333,7363.333333333333,123.95229699624525,26.415903259467484,0.04050862834798932,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1999-04-01,5.466666666666666,25.7,7.833333333333333,21.166666666666668,0.03766666666666667,0.34,3.3666666666666667,39.666666666666664,594.0,125.59764434004879,30.61741241564049,0.0361187690453006,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1999-07-01,3.3333333333333335,30.633333333333336,7.5,8.266666666666666,0.042666666666666665,0.32,4.533333333333333,72.33333333333333,1310.0,189.13676835166075,27.052091419499295,0.023183103172446838,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,1999-10-01,5.033333333333333,23.333333333333332,7.366666666666667,20.633333333333336,0.032999999999999995,0.4166666666666667,2.5,43.666666666666664,4966.666666666667,151.6326199648447,29.984045216564112,0.03118868517409119,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2000-01-01,4.933333333333334,18.666666666666668,7.566666666666666,24.133333333333336,0.043333333333333335,0.43333333333333335,2.566666666666667,38.0,2766.6666666666665,102.23657489791734,25.011909839777182,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2000-04-01,4.7,26.0,7.633333333333333,15.4,0.052,0.29333333333333333,2.2666666666666666,39.666666666666664,2620.0,137.3025818174095,29.332076031576975,0.042542464496055615,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2000-07-01,4.1000000000000005,28.2,7.533333333333334,12.199999999999998,0.053,0.3333333333333333,2.733333333333333,22.333333333333332,40600.0,56.05569578499747,54.00356962648851,0.037840280223987104,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2000-10-01,5.433333333333334,18.5,7.5,21.066666666666666,0.06733333333333334,0.6266666666666666,3.0666666666666664,23.0,82000.0,124.9789329273624,29.765557413831488,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2001-01-01,4.3,18.366666666666667,7.566666666666666,22.733333333333334,0.13633333333333333,0.5433333333333333,1.2,78.0,6200.0,123.10755601141904,34.29713122932548,0.048214505407459196,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2001-04-01,2.466666666666667,26.0,7.333333333333333,10.833333333333334,0.056,0.4633333333333333,4.866666666666667,30.666666666666668,573666.6666666666,88.42659109222612,25.995841166208244,0.0354971557900718,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2001-07-01,3.0,29.733333333333334,7.133333333333333,9.733333333333334,0.075,0.25333333333333335,2.9333333333333336,41.666666666666664,8700.0,112.95809209448659,32.94304273302815,0.040509428101792117,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2001-10-01,3.6666666666666665,19.900000000000002,7.3999999999999995,22.233333333333334,0.03566666666666667,0.47333333333333333,2.1999999999999997,37.666666666666664,3943.3333333333335,95.76118787532191,43.61366848460328,0.028346045877758606,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2002-01-01,4.033333333333333,20.166666666666668,7.733333333333333,22.933333333333334,0.08900000000000001,0.4833333333333334,2.7,44.666666666666664,6166.666666666667,87.36091386222083,38.976109327801076,0.030556653295403975,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2002-04-01,3.266666666666667,26.733333333333334,7.7,16.5,0.07833333333333332,0.32,3.0666666666666664,41.333333333333336,1876.6666666666667,143.60746991847566,53.12264926681914,0.03475278225247618,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2002-07-01,3.1333333333333333,28.233333333333334,7.366666666666667,10.866666666666667,0.08833333333333333,0.3433333333333333,5.266666666666667,134.0,18766.666666666668,156.18689178352514,22.119444221501364,0.04584679494751927,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2002-10-01,3.266666666666667,21.5,7.433333333333334,19.833333333333332,0.05433333333333334,0.4266666666666667,5.733333333333333,105.33333333333333,12633.333333333334,137.84984393435178,25.72911341737408,0.023822478785439957,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2003-01-01,3.8000000000000003,18.5,7.566666666666666,22.53333333333333,0.04700000000000001,0.44333333333333336,5.233333333333333,100.33333333333333,14533.333333333334,104.66633657031458,28.850488033667197,0.038503389546617375,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2003-04-01,2.9333333333333336,26.433333333333334,7.433333333333334,13.666666666666666,0.03666666666666667,0.34,3.1666666666666665,32.666666666666664,4993.333333333333,96.81062411904601,55.04491845984453,0.032514131098403815,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2003-07-01,2.1999999999999997,30.266666666666666,7.5,10.066666666666666,0.08366666666666667,0.3433333333333333,6.6000000000000005,66.0,149900.0,105.75500060597489,36.5757746823999,0.02701232154915016,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2003-10-01,2.6999999999999997,21.266666666666666,7.833333333333333,19.233333333333334,0.21333333333333335,0.6466666666666666,3.8000000000000003,40.0,18466.666666666668,112.29972370339577,20.642743219101334,0.03257753381108983,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2004-01-01,4.1000000000000005,17.2,7.733333333333333,23.166666666666668,0.20099999999999998,0.5333333333333333,5.733333333333333,70.33333333333333,18900.0,89.47684096328734,47.651015641117134,0.01613576270084133,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2004-04-01,3.8333333333333335,26.96666666666667,7.333333333333333,15.066666666666668,0.07566666666666667,0.6333333333333333,3.1999999999999997,37.666666666666664,8833.333333333334,156.88383955116075,34.340100991100456,0.028453969725773878,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2004-07-01,2.2333333333333334,29.733333333333334,7.733333333333333,11.966666666666667,0.19399999999999998,0.5166666666666667,6.300000000000001,105.33333333333333,13010.0,112.9204194013354,44.549003167435686,0.025135203407675236,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2004-10-01,3.1,23.166666666666668,7.866666666666667,23.8,0.17666666666666667,0.5033333333333334,6.833333333333333,84.0,9390.0,146.7708297492442,56.131461175945496,0.0338370397784656,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2005-01-01,2.8000000000000003,17.400000000000002,7.666666666666667,23.666666666666668,0.06866666666666667,0.47666666666666674,5.45,88.33333333333333,14000.0,71.00277051580439,23.899796238993144,0.016381173646417547,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2005-04-01,2.3333333333333335,25.53333333333333,7.433333333333334,11.833333333333334,0.07266666666666667,0.48666666666666664,3.75,54.666666666666664,83066.66666666667,95.90808280352037,56.12551775898912,0.04013844766872938,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2005-07-01,3.3333333333333335,29.733333333333334,7.533333333333334,7.666666666666667,0.19633333333333333,0.39999999999999997,5.866666666666667,36.0,255233.33333333334,150.0787689003399,32.29916476613208,0.0520898717905074,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2005-10-01,3.1333333333333333,24.166666666666668,7.3,23.066666666666666,0.04533333333333334,0.5466666666666667,3.266666666666667,19.0,14933.333333333334,150.57410917460766,28.840687925995304,0.03589305518056947,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2006-01-01,2.9333333333333336,20.533333333333335,7.3,18.033333333333335,0.03,0.39666666666666667,6.466666666666668,160.0,9993.333333333334,77.91145193169046,34.85997308419091,0.04488125946336765,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2006-04-01,5.8999999999999995,26.099999999999998,7.566666666666666,15.966666666666667,0.02266666666666667,0.212,2.1999999999999997,31.666666666666668,683.3333333333334,130.6074106599106,22.247437747378395,0.031096839328982422,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2006-07-01,2.8666666666666667,29.96666666666667,7.5,8.1,0.083,0.3333333333333333,2.3333333333333335,15.0,14733.333333333334,131.52599974931343,32.88887902393486,0.02131000056962553,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2006-10-01,3.3666666666666667,24.23333333333333,7.0,22.166666666666668,0.02866666666666667,0.44333333333333336,1.7666666666666666,27.333333333333332,4733.333333333333,95.21253174539096,30.534906396244544,0.037476151695865004,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2007-01-01,5.133333333333333,17.666666666666668,7.466666666666666,22.53333333333333,0.08733333333333333,0.5399999999999999,4.366666666666666,20.666666666666668,11333.333333333334,132.49492975603428,24.216177523514595,0.047937017955982396,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2007-04-01,2.766666666666666,27.766666666666666,7.3,13.766666666666666,0.08600000000000001,0.6466666666666666,3.6666666666666665,29.333333333333332,111700.0,64.68419051080798,26.689937527037664,0.02316609846946691,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2007-07-01,3.733333333333333,29.599999999999998,6.8999999999999995,12.299999999999999,0.01933333333333333,0.38000000000000006,2.733333333333333,23.666666666666668,9433.333333333334,87.55878514602782,48.38551301561471,0.031637314606148985,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2007-10-01,3.4,23.633333333333336,6.766666666666667,19.900000000000002,0.035,0.63,4.3999999999999995,8.933333333333334,24333.333333333332,140.96352809796554,31.203948853746322,0.03424202248283296,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2008-01-01,4.066666666666666,18.366666666666664,7.2,22.46666666666667,0.02033333333333333,0.35000000000000003,5.133333333333334,74.33333333333333,8930.0,121.03250905451013,23.874857790937057,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2008-04-01,5.3,26.7,7.7,12.766666666666666,0.08033333333333333,0.25666666666666665,2.5333333333333337,20.333333333333332,3033.3333333333335,122.84971146548614,38.44327900938187,0.040614117435714546,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2008-07-01,4.7,31.03333333333333,6.8,10.6,0.015333333333333332,0.22999999999999998,2.433333333333333,30.0,1456.6666666666667,113.87210603250313,42.749714147386385,0.01876275691791981,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2008-10-01,6.833333333333333,22.2,7.766666666666667,22.333333333333332,0.065,0.2733333333333334,3.6999999999999997,41.333333333333336,10333.333333333334,138.79159035363458,33.08602440109076,0.017153081901494376,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2009-01-01,3.4333333333333336,18.433333333333334,7.166666666666667,21.933333333333334,0.022000000000000002,0.36000000000000004,4.3,141.33333333333334,8633.333333333334,140.47839126945547,21.940839648962662,0.04881650357719804,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2009-04-01,4.566666666666666,27.8,7.5,17.5,0.055,0.31666666666666665,2.6333333333333333,24.0,893.3333333333334,147.70243394645928,20.0,0.06,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2009-07-01,3.8000000000000003,31.0,7.366666666666667,11.166666666666666,0.05266666666666667,0.3133333333333333,3.1,25.333333333333332,2366.6666666666665,124.3984220091645,24.519240820546926,0.0338240510992994,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2009-10-01,4.7,21.733333333333334,7.433333333333334,19.400000000000002,0.07133333333333333,0.49666666666666665,6.3,44.333333333333336,25996.666666666668,106.40558558493146,47.05150655088041,0.03309771451030751,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2010-01-01,5.066666666666666,19.866666666666667,7.366666666666667,20.96666666666667,0.030666666666666665,0.38000000000000006,4.966666666666667,60.333333333333336,11326.666666666666,100.50442566681203,45.639213838954,0.04378748099800822,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2010-04-01,4.6000000000000005,26.333333333333332,7.2,15.833333333333334,0.016666666666666666,0.3333333333333333,2.566666666666667,27.666666666666668,2120.0,83.01036696802981,25.39100703127177,0.028036902316866102,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2010-07-01,3.1666666666666665,30.8,7.333333333333333,13.133333333333333,0.03,0.2233333333333333,1.6333333333333335,17.666666666666668,3713.3333333333335,105.90235625210175,30.603937676492965,0.014883280662473639,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2010-10-01,3.9333333333333336,23.366666666666664,7.2,18.666666666666668,0.024666666666666667,0.26666666666666666,8.333333333333334,31.333333333333332,7100.0,98.77654869350093,41.77963679069937,0.05456228605265091,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2011-01-01,5.8999999999999995,16.900000000000002,7.266666666666667,17.900000000000002,0.025666666666666667,0.2833333333333333,3.1999999999999997,35.0,17606.666666666668,176.05525639902416,31.61467106818449,0.029984150590450218,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2011-04-01,4.766666666666667,26.933333333333334,7.3,20.2,0.019,0.29,2.9333333333333336,18.333333333333332,463.3333333333333,83.35718430866487,45.23743946661943,0.05481727122024152,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2011-07-01,2.8666666666666667,30.266666666666666,7.266666666666667,12.733333333333334,0.024999999999999998,0.26333333333333336,1.5,29.333333333333332,2630.0,156.30767411191889,32.052193528549445,0.02841891856537857,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2011-10-01,5.633333333333333,21.833333333333332,7.466666666666666,16.8,0.02766666666666667,0.26666666666666666,2.6,24.0,17033.333333333332,110.62917198363125,38.8742242313049,0.03914468968057893,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
DM1,2012-01-01,5.5,15.866666666666667,7.033333333333334,21.599999999999998,0.006666666666666667,0.25666666666666665,2.6,46.666666666666664,2633.3333333333335,112.77344660683218,29.730456761345916,0.05106852517590858,,,,,,,,,,synthetic_truncated_normal,synthetic_lognormal
